NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Details ...	50	0.54521406	3.3968825	0.0	0.0	0.0	212	tags=68%, list=23%, signal=84%	
REACTOME_CELL_CYCLE	REACTOME_CELL_CYCLE	Details ...	37	0.5874197	3.2939703	0.0	0.0	0.0	229	tags=76%, list=25%, signal=97%	
REACTOME_CELL_CYCLE_MITOTIC	REACTOME_CELL_CYCLE_MITOTIC	Details ...	34	0.5709887	3.176305	0.0	0.0	0.0	228	tags=74%, list=25%, signal=94%	
REACTOME_M_PHASE	REACTOME_M_PHASE	Details ...	24	0.6081272	2.9345078	0.0	0.0	0.0	224	tags=79%, list=24%, signal=102%	
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	Details ...	18	0.61704636	2.7298295	0.0	0.0	0.0	224	tags=83%, list=24%, signal=108%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS	Details ...	20	0.59208685	2.6432278	0.0	4.5833332E-4	0.001	218	tags=75%, list=24%, signal=96%	
REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_SIGNALING_BY_INTERLEUKINS	Details ...	32	0.47545442	2.5389752	0.0	3.9285712E-4	0.001	212	tags=63%, list=23%, signal=78%	
REACTOME_APOPTOSIS	REACTOME_APOPTOSIS	Details ...	16	0.5586284	2.3059707	0.0033557047	0.0023245383	0.008	414	tags=100%, list=45%, signal=179%	
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Details ...	36	0.3574016	2.0665662	0.004166667	0.008970582	0.034	202	tags=56%, list=22%, signal=68%	
REACTOME_PROGRAMMED_CELL_DEATH	REACTOME_PROGRAMMED_CELL_DEATH	Details ...	17	0.48204163	2.0579503	0.0063091484	0.008073524	0.034	215	tags=65%, list=23%, signal=83%	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	Details ...	15	0.46838754	1.9201005	0.012578616	0.015913399	0.072	189	tags=53%, list=21%, signal=66%	
REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_INNATE_IMMUNE_SYSTEM	Details ...	65	0.28159386	1.8445995	0.005263158	0.024586387	0.12	246	tags=51%, list=27%, signal=64%	
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Details ...	15	0.45541656	1.8289043	0.01857585	0.024431972	0.129	220	tags=67%, list=24%, signal=86%	
REACTOME_FATTY_ACID_METABOLISM	REACTOME_FATTY_ACID_METABOLISM	Details ...	25	0.3532353	1.6983547	0.010380623	0.048768878	0.252	10	tags=20%, list=1%, signal=20%	
REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RHO_GTPASE_EFFECTORS	Details ...	17	0.38266242	1.6051852	0.05757576	0.07965355	0.39	218	tags=53%, list=24%, signal=68%	
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	Details ...	38	0.27428538	1.5424737	0.050209206	0.09974902	0.481	526	tags=87%, list=57%, signal=194%	
REACTOME_RHO_GTPASE_CYCLE	REACTOME_RHO_GTPASE_CYCLE	Details ...	22	0.30954942	1.4537458	0.10402685	0.13964659	0.652	526	tags=91%, list=57%, signal=207%	
REACTOME_INFECTIOUS_DISEASE	REACTOME_INFECTIOUS_DISEASE	Details ...	42	0.24771486	1.4309375	0.06437768	0.14752829	0.687	220	tags=40%, list=24%, signal=51%	
REACTOME_METABOLISM_OF_RNA	REACTOME_METABOLISM_OF_RNA	Details ...	21	0.29707265	1.3441546	0.1220339	0.21020798	0.828	348	tags=76%, list=38%, signal=120%	
REACTOME_SIGNALING_BY_GPCR	REACTOME_SIGNALING_BY_GPCR	Details ...	28	0.24862812	1.2516718	0.15884477	0.29601905	0.921	149	tags=32%, list=16%, signal=37%	
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION		17	0.2872698	1.2069944	0.22683705	0.3402334	0.954	202	tags=53%, list=22%, signal=67%	
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION		38	0.20090225	1.125221	0.28899083	0.44454914	0.984	246	tags=45%, list=27%, signal=59%	
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES		22	0.22164954	1.0503467	0.38078293	0.54693604	0.995	634	tags=95%, list=69%, signal=300%	
REACTOME_CELLULAR_RESPONSES_TO_STIMULI	REACTOME_CELLULAR_RESPONSES_TO_STIMULI		43	0.18044432	1.0238618	0.4479638	0.5727245	0.998	245	tags=42%, list=27%, signal=54%	
REACTOME_HEMOSTASIS	REACTOME_HEMOSTASIS		35	0.18650216	1.0160397	0.43103448	0.5653168	0.999	188	tags=40%, list=20%, signal=48%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		25	0.20985669	1.0032772	0.46153846	0.56532586	0.999	653	tags=96%, list=71%, signal=322%	
REACTOME_MEMBRANE_TRAFFICKING	REACTOME_MEMBRANE_TRAFFICKING		21	0.1886228	0.871708	0.65172416	0.778805	1.0	225	tags=43%, list=24%, signal=55%	
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		55	0.14063494	0.86759657	0.67525774	0.758073	1.0	118	tags=20%, list=13%, signal=22%	
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS		29	0.1733993	0.8595173	0.6628788	0.74278027	1.0	656	tags=93%, list=71%, signal=314%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		16	0.19429596	0.8029387	0.6875	0.80544317	1.0	105	tags=25%, list=11%, signal=28%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION		66	0.12062583	0.79716414	0.8056872	0.7872726	1.0	187	tags=27%, list=20%, signal=32%	
REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_DEVELOPMENTAL_BIOLOGY		36	0.11031728	0.6229845	0.9354839	0.9586088	1.0	202	tags=31%, list=22%, signal=38%	
REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_VESICLE_MEDIATED_TRANSPORT		23	0.13064477	0.61266094	0.91039425	0.9361322	1.0	225	tags=39%, list=24%, signal=51%	
