NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_METABOLISM_OF_RNA	REACTOME_METABOLISM_OF_RNA	Details ...	107	0.49165452	3.8134427	0.0	0.0	0.0	440	tags=79%, list=41%, signal=121%	
REACTOME_RRNA_PROCESSING	REACTOME_RRNA_PROCESSING	Details ...	47	0.5985957	3.669793	0.0	0.0	0.0	325	tags=83%, list=30%, signal=114%	
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	Details ...	27	0.6466134	3.2966213	0.0	0.0	0.0	280	tags=85%, list=26%, signal=113%	
REACTOME_TRANSLATION	REACTOME_TRANSLATION	Details ...	49	0.44019616	2.7934618	0.0	0.0	0.0	619	tags=100%, list=58%, signal=227%	
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	Details ...	19	0.621264	2.7848322	0.0	0.0	0.0	271	tags=79%, list=25%, signal=104%	
REACTOME_INTERFERON_SIGNALING	REACTOME_INTERFERON_SIGNALING	Details ...	22	0.5351034	2.5042899	0.0	3.0701753E-4	0.001	174	tags=55%, list=16%, signal=64%	
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	Details ...	15	0.59546447	2.4317994	0.0	5.4093567E-4	0.002	356	tags=87%, list=33%, signal=128%	
REACTOME_NEDDYLATION	REACTOME_NEDDYLATION	Details ...	16	0.57129806	2.4165182	0.0	7.467562E-4	0.003	271	tags=69%, list=25%, signal=91%	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	Details ...	33	0.43243235	2.4102404	0.0	6.637833E-4	0.003	620	tags=100%, list=58%, signal=231%	
REACTOME_TRNA_PROCESSING	REACTOME_TRNA_PROCESSING	Details ...	27	0.46926212	2.4001884	0.0	5.9740496E-4	0.003	553	tags=96%, list=52%, signal=194%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION	Details ...	28	0.44384107	2.3762128	0.0	7.5521664E-4	0.004	581	tags=96%, list=54%, signal=206%	
REACTOME_HIV_INFECTION	REACTOME_HIV_INFECTION	Details ...	18	0.5335491	2.3248334	0.0	6.922819E-4	0.004	424	tags=89%, list=40%, signal=145%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS	Details ...	17	0.51153386	2.2158241	0.0	0.0021444913	0.013	363	tags=76%, list=34%, signal=114%	
REACTOME_SARS_COV_2_INFECTION	REACTOME_SARS_COV_2_INFECTION	Details ...	20	0.42898923	2.0560465	0.0034013605	0.006670188	0.041	508	tags=85%, list=48%, signal=159%	
