NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	27	-0.5952152	-2.3127797	0.0	0.0	0.0	394	tags=93%, list=37%, signal=143%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	16	-0.65656716	-2.2251644	0.0	3.3333333E-4	0.001	181	tags=63%, list=17%, signal=74%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	19	-0.46026385	-1.654689	0.034674063	0.1243258	0.368	303	tags=63%, list=28%, signal=87%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	33	-0.38988668	-1.6205598	0.017127799	0.113934964	0.432	103	tags=27%, list=10%, signal=29%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	19	-0.4200777	-1.4736786	0.079831935	0.20544821	0.728	180	tags=42%, list=17%, signal=50%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	20	-0.39058295	-1.4367639	0.09618105	0.20382133	0.782	292	tags=60%, list=27%, signal=81%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	15	-0.4055026	-1.3731881	0.15124816	0.23406701	0.88	434	tags=80%, list=41%, signal=133%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	18	-0.383038	-1.3382491	0.14479026	0.23556389	0.915	350	tags=67%, list=33%, signal=97%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	17	-0.33941177	-1.1894469	0.2658046	0.3626103	0.979	195	tags=35%, list=18%, signal=42%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	25	-0.28880194	-1.138161	0.29149798	0.38570163	0.992	260	tags=40%, list=24%, signal=52%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	18	-0.29681182	-1.0553269	0.39568347	0.4395928	0.998	144	tags=22%, list=13%, signal=25%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	23	-0.2431984	-0.9040391	0.57722515	0.57517314	1.0	307	tags=39%, list=29%, signal=54%	
