MYH10	-0.5581955805
TMEM267	-0.500871860133333
THRA	-0.554688425700001
ITSN2	0.859440722566666
PTPN4	-0.642508801800001
PRKAG3	0.790616246633334
TRIO	-0.633614766233333
TRAV4	0.774225500966667
TRAV5	0.774225500966667
TRAV10	0.774225500966667
TRAV17	0.774225500966667
TRAV26-1	0.774225500966667
TRAV20	0.774225500966667
TRAV30	0.774225500966667
TRAV7	0.774225500966667
TRAV1-2	0.774225500966667
TRAV1-1	0.774225500966667
TRAV26-2	0.774225500966667
TRAC	0.774225500966667
TRAV21	0.774225500966667
TRAV13-1	0.774225500966667
TRAV36DV7	0.774225500966667
TRAV38-2DV8	0.774225500966667
TRAV13-2	0.774225500966667
TRAV34	0.774225500966667
TRAV38-1	0.774225500966667
TRAV24	0.774225500966667
PMS1	-0.724629355600001
SPI1	2.1252076725
SNX9	0.786989556833334
GTSF1L	-1.2742211683
SKAP2	1.1096326144
DICER1	-0.4128642769
ARL14EP	-0.723057898
ADAM8	1.28793216896667
CR2	-0.752644746066666
KCNMB2	0.505192141266667
NOC2L	-0.7362627145
SLC29A2	-1.16391502693333
NUP155	-0.639081826666666
PRKACA	1.10920470266667
PRKACG	1.10920470266667
PRKACB	1.10920470266667
HCN3	-1.3279448611
KCNH3	-1.3279448611
AFF4	-0.539597189666667
PRKAG2	1.0748086182
CWF19L1	-0.574869374066668
TRA2B	-0.6202305816
RTCA	-0.523259485966665
DCAF13	-0.713742680966666
MCOLN1	0.927242256100001
GINS2	-0.980429423166667
ERCC6L	-1.3354361517
RUNDC3A	-0.757424611533334
DPYSL3	-0.578914375566669
RUVBL1	-0.825996005066665
ANXA11	0.577041378233332
FAM184A	-0.585538444699999
UTP15	-0.541036844366666
MIOX	2.7659687181
SLC4A5	-1.1430462437
TRMT2A	-0.578084597099999
AVEN	-0.475227469666667
BGN	1.0743635834
LIMK1	0.501861873166668
HSPA9	-0.427574236733333
NUDT21	-0.5663983055
NR2F6	0.711988917933335
MTERF3	-0.694072858466667
NUP88	-0.538297826400001
PIK3CD	1.03712743113333
WDR12	-0.783594950933336
SOX9	-1.13759066473333
EMC2	-0.343269660700001
HNRNPDL	-0.432426643599996
NUP93	-0.6566602967
ITLN2	3.79636035873333
MAK16	-0.635419783999999
SLC26A3	2.180708659
PFAS	-0.714052663666667
TADA2B	-0.797716895733334
ASB2	0.492383330966667
PLXNB2	0.484123536633333
MRPL21	-0.7487888106
CBX3	-0.815579065433333
SET	-0.524105060099998
RPA1	-0.7697794855
MTFR1L	-0.744183369800001
RRS1	-0.4519148418
NMUR1	1.584828464
PARP3	-1.10500168723333
CHORDC1	-0.506565394566667
SPOPL	-0.593297536200001
ARHGDIG	1.58459537756667
MGAT4B	0.917291856100001
STMN1	-1.2134099213
CNOT1	-0.524320264866667
DHFR2	-0.834697150066667
DHFR	-0.834697150066667
RHOG	1.21196723613333
FMNL3	0.5685969368
SNX10	0.803677769533333
DPY30	-0.903880608633333
BTK	0.815173333600001
DESI2	-0.530984951733333
TBX21	0.655590996666668
PPAT	-0.729700703000001
C1orf35	-0.610709351466665
GTF3C2	-0.4817186194
SEL1L	0.527499448700002
NTRK1	1.07810962753333
ZNF800	-0.581823719433333
GPM6A	-0.767082826133335
EPN3	-0.631818995066666
MAD2L1	-1.1826443468
PALS1	-0.855668983666667
TCEA3	0.609561803133335
HNRNPU	-0.4443628522
PRSS33	2.07978070663333
PRSS48	2.07978070663333
KLK15	2.07978070663333
HSPA4	-0.758721383699999
WDR36	-0.789429020733333
FGFR3	0.660089942466667
COPS2	-0.674218826300001
GRWD1	-0.492868474866668
ASZ1	-1.29610092676667
ANKRD34C	-1.29610092676667
MINDY1	0.439107473933333
ACSM3	0.562265792900001
STIP1	-0.431376370099999
SKP2	-0.971041915133334
RAB20	0.626839695733334
NCAPD2	-0.979971185799999
LARGE1	-0.668748331000001
RNASEH2B	-1.14681133273333
ASPA	0.937544966433335
DGLUCY	0.818623717033335
RAD52	-1.18150773606667
CELF1	-0.383145854966665
DIP2B	0.471652026166668
DNMT3A	0.389860919699998
TACC3	-1.02677291413333
DNASE1L1	0.821664357866667
GFM2	0.4178609925
MPHOSPH8	-0.767864661500001
MTF2	-1.1321690816
PAXIP1	-0.751296696666666
MACO1	-0.575810771866666
GBP6	1.12751559653333
TRIP10	0.5479904039
OLFML2B	0.727875156933336
RPL28	0.406435292566664
SMIM14	0.467604756599999
NCF2	2.38464834903334
CD9	1.0276854144
RALGAPA2	0.632613380033333
